Sub-network,Date,MACS,SST-2 Acc
"{'num_layers': [11], 'num_attention_heads': [6, 12, 6, 10, 8, 12, 12, 6, 12, 10, 12, 6], 'intermediate_size': [3072, 3072, 3072, 2048, 2048, 3072, 2048, 1024, 1024, 1024, 2048, 2048]}",56:02.5,7523239552,0.923165138
"{'num_layers': [9], 'num_attention_heads': [6, 12, 6, 10, 8, 12, 12, 6, 12, 10, 12, 10], 'intermediate_size': [3072, 3072, 2048, 2048, 1024, 3072, 2048, 1024, 1024, 1024, 2048, 2048]}",56:04.4,5916427904,0.924311927
"{'num_layers': [9], 'num_attention_heads': [6, 12, 6, 10, 8, 12, 12, 6, 12, 10, 12, 10], 'intermediate_size': [3072, 3072, 2048, 2048, 2048, 3072, 2048, 1024, 1024, 1024, 2048, 2048]}",56:06.4,6117754496,0.922018349
"{'num_layers': [9], 'num_attention_heads': [6, 6, 6, 10, 8, 12, 12, 6, 12, 10, 6, 10], 'intermediate_size': [1024, 1024, 2048, 2048, 1024, 3072, 2048, 1024, 1024, 1024, 1024, 2048]}",56:08.3,4947543680,0.915137615
"{'num_layers': [6], 'num_attention_heads': [6, 6, 6, 6, 8, 12, 6, 6, 8, 10, 6, 8], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 1024, 2048, 1024, 1024, 1024, 2048, 1024]}",56:09.6,2610726528,0.865825688
"{'num_layers': [6], 'num_attention_heads': [6, 6, 6, 10, 8, 6, 6, 6, 8, 6, 6, 6], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 2048]}",56:10.8,2556200576,0.872706422
"{'num_layers': [6], 'num_attention_heads': [6, 6, 6, 10, 8, 6, 6, 6, 8, 6, 6, 6], 'intermediate_size': [1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 2048, 2048, 1024, 1024]}",56:12.0,2354873984,0.866972477
"{'num_layers': [9], 'num_attention_heads': [6, 6, 6, 6, 8, 12, 6, 6, 12, 10, 6, 6], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 1024, 1024, 1024, 1024, 2048, 1024, 1024]}",56:13.7,3869607552,0.894495413
"{'num_layers': [9], 'num_attention_heads': [6, 6, 6, 10, 8, 6, 6, 6, 12, 10, 6, 6], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 1024, 1024, 1024, 1024, 2048, 1024, 1024]}",56:15.4,3815081600,0.896788991
"{'num_layers': [7], 'num_attention_heads': [6, 6, 6, 6, 8, 12, 6, 10, 12, 10, 6, 6], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 1024, 1024, 2048, 2048, 2048, 2048, 1024]}",56:16.7,2975827584,0.880733945
"{'num_layers': [7], 'num_attention_heads': [6, 6, 6, 10, 8, 6, 6, 6, 8, 6, 6, 6], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 2048]}",56:18.2,2921301632,0.879587156
"{'num_layers': [9], 'num_attention_heads': [6, 12, 6, 10, 8, 12, 12, 6, 12, 10, 12, 10], 'intermediate_size': [1024, 1024, 2048, 2048, 1024, 3072, 2048, 1024, 1024, 1024, 2048, 2048]}",56:20.1,5111121536,0.912844037
"{'num_layers': [9], 'num_attention_heads': [6, 6, 6, 10, 8, 6, 6, 6, 12, 6, 6, 6], 'intermediate_size': [1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 2048, 1024, 1024]}",56:21.7,3613755008,0.889908257
"{'num_layers': [6], 'num_attention_heads': [6, 6, 6, 10, 8, 12, 6, 6, 8, 10, 6, 8], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 1024, 2048, 1024, 1024, 1024, 2048, 2048]}",56:29.7,2719778432,0.873853211
"{'num_layers': [8], 'num_attention_heads': [6, 6, 6, 6, 8, 12, 6, 6, 12, 6, 6, 6], 'intermediate_size': [1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 2048, 2048, 1024, 1024]}",56:31.1,3139602048,0.888761468
"{'num_layers': [9], 'num_attention_heads': [6, 6, 6, 6, 8, 12, 6, 6, 12, 6, 6, 6], 'intermediate_size': [1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024]}",56:32.8,3668280960,0.901376147
"{'num_layers': [9], 'num_attention_heads': [6, 6, 6, 10, 8, 12, 8, 6, 12, 10, 12, 10], 'intermediate_size': [1024, 1024, 2048, 2048, 1024, 1024, 2048, 1024, 1024, 1024, 2048, 2048]}",56:36.5,4435838592,0.905963303
"{'num_layers': [9], 'num_attention_heads': [6, 6, 6, 10, 8, 12, 12, 6, 12, 10, 6, 6], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 1024, 2048, 1024, 1024, 1024, 1024, 2048]}",56:38.2,4343563904,0.901376147
"{'num_layers': [9], 'num_attention_heads': [6, 6, 6, 6, 8, 12, 6, 6, 12, 10, 6, 6], 'intermediate_size': [1024, 1024, 2048, 2048, 1024, 1024, 1024, 1024, 1024, 2048, 1024, 1024]}",56:39.9,4070934144,0.902522936
"{'num_layers': [9], 'num_attention_heads': [6, 6, 6, 10, 8, 12, 6, 6, 12, 10, 6, 6], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 1024, 1024, 1024, 1024, 2048, 1024, 1024]}",56:41.5,3978659456,0.896788991
"{'num_layers': [9], 'num_attention_heads': [6, 6, 6, 10, 8, 12, 8, 6, 12, 10, 6, 10], 'intermediate_size': [1024, 1024, 2048, 2048, 1024, 3072, 2048, 1024, 1024, 1024, 2048, 1024]}",56:43.5,4838491776,0.913990826
"{'num_layers': [9], 'num_attention_heads': [6, 6, 6, 10, 8, 12, 12, 6, 12, 10, 6, 10], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 3072, 2048, 1024, 1024, 1024, 1024, 2048]}",56:45.2,4746217088,0.916284404
"{'num_layers': [9], 'num_attention_heads': [6, 6, 6, 6, 8, 6, 6, 6, 12, 10, 6, 6], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 1024, 1024, 1024, 1024, 2048, 1024, 1024]}",56:46.8,3706029696,0.896788991
"{'num_layers': [9], 'num_attention_heads': [6, 6, 6, 10, 8, 12, 8, 6, 12, 10, 6, 6], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 3072, 2048, 1024, 1024, 1024, 2048, 1024]}",56:48.6,4637165184,0.913990826
"{'num_layers': [9], 'num_attention_heads': [6, 6, 6, 10, 8, 12, 8, 6, 12, 6, 6, 6], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 1024, 2048, 1024, 1024, 1024, 1024, 1024]}",56:50.2,4234512000,0.901376147
"{'num_layers': [9], 'num_attention_heads': [6, 6, 6, 10, 8, 12, 8, 6, 12, 10, 6, 6], 'intermediate_size': [3072, 1024, 2048, 2048, 1024, 3072, 2048, 1024, 1024, 1024, 1024, 1024]}",56:52.1,5241144960,0.915137615
"{'num_layers': [9], 'num_attention_heads': [6, 12, 6, 10, 8, 12, 8, 6, 12, 10, 6, 10], 'intermediate_size': [3072, 1024, 2048, 2048, 2048, 3072, 2048, 1024, 1024, 1024, 2048, 1024]}",56:54.0,5606049408,0.913990826
"{'num_layers': [6], 'num_attention_heads': [6, 6, 6, 6, 8, 6, 6, 6, 12, 10, 6, 6], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 1024, 1024, 1024, 1024, 2048, 1024, 1024]}",56:55.3,2447148672,0.869266055
"{'num_layers': [9], 'num_attention_heads': [6, 12, 6, 10, 8, 12, 12, 6, 12, 10, 12, 10], 'intermediate_size': [1024, 3072, 2048, 2048, 1024, 3072, 2048, 1024, 1024, 1024, 2048, 2048]}",56:57.4,5513774720,0.917431193
"{'num_layers': [6], 'num_attention_heads': [6, 6, 6, 6, 8, 12, 12, 6, 8, 6, 6, 6], 'intermediate_size': [1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024]}",56:58.6,2409399936,0.868119266
"{'num_layers': [9], 'num_attention_heads': [6, 6, 6, 6, 8, 6, 6, 6, 12, 6, 6, 6], 'intermediate_size': [1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024]}",57:00.2,3504703104,0.891055046
"{'num_layers': [9], 'num_attention_heads': [6, 6, 6, 10, 8, 12, 12, 6, 12, 10, 6, 10], 'intermediate_size': [3072, 3072, 2048, 2048, 1024, 3072, 2048, 1024, 1024, 1024, 2048, 1024]}",57:02.2,5752850048,0.923165138
"{'num_layers': [7], 'num_attention_heads': [6, 6, 6, 6, 8, 6, 6, 6, 8, 6, 6, 6], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 2048]}",57:03.5,2812249728,0.880733945
"{'num_layers': [8], 'num_attention_heads': [6, 6, 6, 10, 8, 6, 6, 6, 8, 6, 6, 6], 'intermediate_size': [1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 2048, 2048, 1024, 1024]}",57:05.0,3085076096,0.893348624
"{'num_layers': [9], 'num_attention_heads': [6, 6, 6, 10, 8, 12, 6, 6, 12, 10, 6, 6], 'intermediate_size': [1024, 1024, 2048, 2048, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024]}",57:06.7,4179986048,0.905963303
"{'num_layers': [6], 'num_attention_heads': [6, 6, 6, 6, 8, 12, 6, 6, 12, 10, 6, 6], 'intermediate_size': [1024, 1024, 2048, 2048, 1024, 1024, 2048, 1024, 1024, 1024, 1024, 1024]}",57:08.0,2812053120,0.871559633
"{'num_layers': [9], 'num_attention_heads': [6, 6, 6, 10, 8, 12, 12, 6, 12, 10, 6, 6], 'intermediate_size': [1024, 1024, 2048, 2048, 1024, 1024, 2048, 1024, 1024, 1024, 1024, 2048]}",57:09.8,4544890496,0.907110092
"{'num_layers': [7], 'num_attention_heads': [6, 6, 6, 10, 8, 12, 6, 10, 12, 10, 6, 6], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 1024, 1024, 2048, 2048, 2048, 2048, 1024]}",57:11.2,3084879488,0.884174312
"{'num_layers': [9], 'num_attention_heads': [6, 12, 6, 10, 8, 12, 12, 6, 12, 6, 12, 8], 'intermediate_size': [3072, 3072, 3072, 2048, 2048, 3072, 2048, 1024, 1024, 2048, 3072, 2048]}",57:13.4,6319081088,0.922018349
"{'num_layers': [9], 'num_attention_heads': [6, 12, 6, 10, 8, 12, 12, 6, 12, 10, 12, 10], 'intermediate_size': [3072, 3072, 2048, 2048, 2048, 3072, 2048, 1024, 2048, 1024, 2048, 2048]}",57:15.4,6319081088,0.923165138
"{'num_layers': [9], 'num_attention_heads': [6, 12, 6, 10, 8, 12, 12, 6, 12, 10, 12, 10], 'intermediate_size': [3072, 1024, 2048, 2048, 2048, 3072, 2048, 1024, 1024, 1024, 2048, 2048]}",57:17.4,5715101312,0.90940367
"{'num_layers': [7], 'num_attention_heads': [6, 6, 6, 10, 8, 12, 6, 10, 12, 10, 6, 8], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 1024, 2048, 2048, 2048, 2048, 2048, 1024]}",57:18.8,3286206080,0.880733945
"{'num_layers': [9], 'num_attention_heads': [6, 6, 6, 6, 8, 6, 8, 6, 8, 10, 6, 6], 'intermediate_size': [1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 2048, 1024, 1024]}",57:20.4,3450177152,0.891055046
"{'num_layers': [9], 'num_attention_heads': [6, 6, 6, 10, 8, 12, 12, 6, 12, 10, 12, 10], 'intermediate_size': [3072, 1024, 2048, 2048, 1024, 3072, 2048, 1024, 1024, 1024, 1024, 2048]}",57:22.3,5350196864,0.916284404
"{'num_layers': [7], 'num_attention_heads': [6, 6, 6, 6, 8, 12, 6, 10, 12, 10, 6, 6], 'intermediate_size': [1024, 1024, 2048, 2048, 1024, 1024, 2048, 2048, 1024, 2048, 2048, 1024]}",57:23.7,3378480768,0.881880734
"{'num_layers': [9], 'num_attention_heads': [6, 6, 6, 6, 8, 6, 6, 6, 8, 10, 6, 6], 'intermediate_size': [1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 2048, 1024, 1024]}",57:25.3,3395651200,0.892201835
"{'num_layers': [6], 'num_attention_heads': [6, 6, 6, 6, 6, 6, 6, 6, 8, 6, 6, 8], 'intermediate_size': [1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 2048, 1024, 1024]}",57:53.3,2191296128,0.864678899
"{'num_layers': [9], 'num_attention_heads': [10, 6, 10, 12, 12, 8, 12, 6, 12, 6, 6, 8], 'intermediate_size': [3072, 3072, 2048, 2048, 3072, 3072, 2048, 1024, 2048, 2048, 1024, 2048]}",57:55.4,6629459584,0.919724771
"{'num_layers': [9], 'num_attention_heads': [6, 6, 10, 12, 12, 8, 6, 6, 6, 6, 12, 8], 'intermediate_size': [1024, 1024, 2048, 2048, 1024, 3072, 2048, 1024, 1024, 2048, 1024, 1024]}",57:57.2,4783965824,0.910550459
"{'num_layers': [9], 'num_attention_heads': [6, 6, 10, 6, 12, 8, 6, 6, 6, 6, 12, 8], 'intermediate_size': [1024, 1024, 2048, 2048, 1024, 3072, 2048, 1024, 1024, 2048, 1024, 1024]}",57:59.0,4620387968,0.907110092
"{'num_layers': [9], 'num_attention_heads': [6, 6, 10, 12, 12, 8, 6, 6, 12, 6, 12, 8], 'intermediate_size': [1024, 1024, 2048, 2048, 1024, 3072, 2048, 1024, 1024, 2048, 1024, 1024]}",58:00.8,4947543680,0.911697248
"{'num_layers': [9], 'num_attention_heads': [6, 6, 10, 12, 12, 8, 12, 6, 12, 6, 6, 6], 'intermediate_size': [1024, 1024, 2048, 2048, 1024, 3072, 2048, 1024, 1024, 2048, 1024, 2048]}",58:02.8,5111121536,0.915137615
"{'num_layers': [9], 'num_attention_heads': [10, 6, 10, 12, 12, 8, 12, 6, 12, 6, 6, 8], 'intermediate_size': [3072, 3072, 2048, 2048, 1024, 3072, 2048, 1024, 2048, 3072, 1024, 2048]}",58:04.9,6226806400,0.924311927
"{'num_layers': [9], 'num_attention_heads': [6, 6, 10, 6, 8, 8, 6, 6, 6, 6, 8, 8], 'intermediate_size': [1024, 1024, 2048, 2048, 1024, 1024, 1024, 1024, 1024, 2048, 1024, 1024]}",58:06.5,3907356288,0.902522936
"{'num_layers': [9], 'num_attention_heads': [10, 6, 10, 12, 12, 8, 12, 6, 12, 6, 6, 8], 'intermediate_size': [3072, 3072, 2048, 2048, 1024, 3072, 2048, 1024, 1024, 3072, 1024, 2048]}",58:08.5,6025479808,0.922018349
"{'num_layers': [7], 'num_attention_heads': [6, 6, 10, 6, 12, 8, 6, 6, 6, 6, 8, 8], 'intermediate_size': [1024, 1024, 2048, 2048, 1024, 1024, 1024, 1024, 1024, 2048, 1024, 1024]}",58:10.0,3286206080,0.887614679
"{'num_layers': [7], 'num_attention_heads': [6, 6, 10, 12, 12, 6, 6, 6, 6, 6, 12, 8], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 1024, 1024, 1024, 1024, 2048, 1024, 2048]}",58:11.4,3193931392,0.884174312
"{'num_layers': [7], 'num_attention_heads': [6, 6, 10, 12, 12, 6, 6, 6, 6, 6, 12, 8], 'intermediate_size': [1024, 1024, 2048, 2048, 1024, 1024, 1024, 1024, 1024, 2048, 1024, 2048]}",58:12.8,3395257984,0.892201835
"{'num_layers': [7], 'num_attention_heads': [6, 6, 6, 6, 6, 6, 6, 6, 8, 6, 6, 8], 'intermediate_size': [1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 3072, 1024, 1024]}",58:14.1,2556397184,0.880733945
"{'num_layers': [9], 'num_attention_heads': [10, 6, 10, 12, 12, 8, 12, 6, 12, 6, 6, 8], 'intermediate_size': [1024, 1024, 2048, 2048, 1024, 3072, 2048, 1024, 1024, 3072, 1024, 2048]}",58:16.0,5220173440,0.911697248
"{'num_layers': [9], 'num_attention_heads': [6, 6, 10, 6, 12, 8, 6, 6, 6, 6, 8, 8], 'intermediate_size': [1024, 1024, 2048, 2048, 1024, 1024, 1024, 1024, 1024, 2048, 1024, 1024]}",58:17.8,4016408192,0.900229358
"{'num_layers': [9], 'num_attention_heads': [6, 6, 10, 12, 12, 8, 6, 6, 12, 6, 6, 8], 'intermediate_size': [1024, 3072, 2048, 2048, 1024, 3072, 2048, 1024, 1024, 3072, 1024, 2048]}",58:19.8,5350196864,0.913990826
"{'num_layers': [6], 'num_attention_heads': [6, 6, 6, 6, 8, 6, 6, 6, 8, 6, 6, 8], 'intermediate_size': [1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 2048, 1024, 1024]}",58:21.0,2245822080,0.86353211
"{'num_layers': [6], 'num_attention_heads': [6, 6, 10, 12, 12, 6, 6, 6, 6, 6, 6, 8], 'intermediate_size': [1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 2048, 1024, 1024]}",58:22.2,2627503744,0.883027523
"{'num_layers': [7], 'num_attention_heads': [6, 6, 10, 6, 12, 8, 6, 6, 8, 6, 8, 8], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 1024, 1024, 1024, 1024, 3072, 1024, 1024]}",58:23.6,3084879488,0.881880734
"{'num_layers': [7], 'num_attention_heads': [6, 6, 10, 12, 12, 6, 6, 6, 6, 6, 12, 8], 'intermediate_size': [1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 2048, 1024, 2048]}",58:25.0,2992604800,0.880733945
"{'num_layers': [9], 'num_attention_heads': [6, 6, 10, 6, 12, 8, 6, 6, 6, 6, 8, 8], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 1024, 1024, 1024, 1024, 2048, 1024, 1024]}",58:26.7,3815081600,0.894495413
"{'num_layers': [7], 'num_attention_heads': [6, 6, 10, 6, 12, 8, 6, 6, 8, 6, 8, 8], 'intermediate_size': [1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 2048, 1024, 2048]}",58:28.1,2883552896,0.880733945
"{'num_layers': [9], 'num_attention_heads': [6, 6, 10, 12, 12, 8, 6, 6, 6, 6, 12, 8], 'intermediate_size': [1024, 1024, 2048, 2048, 1024, 1024, 1024, 1024, 1024, 2048, 1024, 1024]}",58:29.8,4179986048,0.900229358
"{'num_layers': [9], 'num_attention_heads': [6, 6, 10, 6, 12, 6, 6, 6, 6, 6, 8, 8], 'intermediate_size': [1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 2048, 1024, 1024]}",58:31.4,3559229056,0.891055046
"{'num_layers': [9], 'num_attention_heads': [6, 6, 10, 6, 6, 6, 6, 6, 6, 6, 8, 8], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 1024, 1024, 1024, 1024, 2048, 1024, 1024]}",58:33.0,3596977792,0.899082569
"{'num_layers': [9], 'num_attention_heads': [6, 6, 10, 6, 8, 6, 6, 6, 6, 6, 8, 8], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 1024, 1024, 1024, 1024, 2048, 1024, 1024]}",58:34.8,3651503744,0.902522936
"{'num_layers': [9], 'num_attention_heads': [6, 6, 10, 12, 12, 8, 6, 6, 6, 6, 6, 8], 'intermediate_size': [1024, 1024, 2048, 2048, 1024, 1024, 2048, 1024, 1024, 2048, 1024, 2048]}",58:36.6,4381312640,0.901376147
"{'num_layers': [7], 'num_attention_heads': [6, 6, 10, 6, 6, 6, 6, 6, 8, 6, 8, 8], 'intermediate_size': [1024, 1024, 1024, 1024, 1024, 1024, 1024, 2048, 1024, 2048, 1024, 2048]}",58:37.9,2665449088,0.879587156
"{'num_layers': [9], 'num_attention_heads': [6, 6, 10, 12, 12, 6, 6, 6, 6, 6, 12, 8], 'intermediate_size': [1024, 1024, 2048, 2048, 1024, 1024, 1024, 1024, 1024, 2048, 1024, 2048]}",58:39.6,4125460096,0.899082569
"{'num_layers': [9], 'num_attention_heads': [6, 6, 10, 12, 12, 8, 12, 6, 12, 8, 12, 8], 'intermediate_size': [2048, 3072, 2048, 2048, 1024, 3072, 2048, 1024, 1024, 3072, 1024, 2048]}",58:41.6,5715101312,0.918577982
"{'num_layers': [9], 'num_attention_heads': [10, 6, 10, 12, 12, 8, 12, 6, 12, 6, 6, 8], 'intermediate_size': [1024, 3072, 2048, 2048, 1024, 3072, 2048, 1024, 1024, 3072, 1024, 2048]}",58:43.5,5622826624,0.915137615
"{'num_layers': [6], 'num_attention_heads': [6, 6, 10, 6, 12, 6, 6, 6, 8, 6, 6, 8], 'intermediate_size': [1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 2048, 2048, 1024]}",58:44.7,2463925888,0.877293578
"{'num_layers': [9], 'num_attention_heads': [6, 6, 10, 12, 12, 8, 12, 6, 12, 6, 8, 8], 'intermediate_size': [3072, 3072, 2048, 2048, 1024, 3072, 2048, 1024, 1024, 3072, 1024, 1024]}",58:46.7,5916427904,0.918577982
"{'num_layers': [9], 'num_attention_heads': [10, 6, 10, 12, 12, 8, 12, 6, 12, 6, 6, 8], 'intermediate_size': [2048, 3072, 2048, 2048, 1024, 3072, 2048, 1024, 1024, 2048, 1024, 2048]}",58:48.8,5824153216,0.915137615
"{'num_layers': [7], 'num_attention_heads': [6, 6, 10, 6, 8, 6, 6, 6, 8, 6, 8, 8], 'intermediate_size': [1024, 1024, 1024, 1024, 1024, 1024, 1024, 2048, 1024, 2048, 1024, 2048]}",58:50.2,2719975040,0.881880734
"{'num_layers': [9], 'num_attention_heads': [10, 6, 10, 12, 12, 8, 6, 6, 12, 6, 6, 8], 'intermediate_size': [1024, 3072, 2048, 2048, 1024, 3072, 2048, 1024, 1024, 3072, 1024, 2048]}",58:52.2,5459248768,0.917431193
"{'num_layers': [9], 'num_attention_heads': [6, 6, 10, 12, 12, 8, 12, 6, 12, 8, 12, 8], 'intermediate_size': [1024, 3072, 2048, 2048, 1024, 3072, 2048, 1024, 1024, 3072, 1024, 2048]}",58:54.1,5513774720,0.913990826
"{'num_layers': [9], 'num_attention_heads': [10, 6, 10, 12, 12, 8, 12, 6, 12, 6, 6, 8], 'intermediate_size': [3072, 3072, 2048, 2048, 3072, 3072, 2048, 1024, 1024, 3072, 1024, 2048]}",58:56.2,6428132992,0.918577982
"{'num_layers': [9], 'num_attention_heads': [6, 6, 10, 6, 8, 6, 6, 6, 6, 6, 8, 8], 'intermediate_size': [1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 2048, 1024, 1024]}",58:57.8,3450177152,0.893348624
"{'num_layers': [6], 'num_attention_heads': [6, 6, 10, 6, 6, 6, 6, 6, 8, 6, 8, 8], 'intermediate_size': [1024, 1024, 1024, 1024, 1024, 1024, 1024, 2048, 1024, 2048, 1024, 1024]}",58:59.0,2300348032,0.876146789
"{'num_layers': [6], 'num_attention_heads': [6, 6, 10, 6, 8, 8, 6, 6, 8, 6, 8, 8], 'intermediate_size': [1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 2048, 1024, 1024]}",59:00.3,2409399936,0.883027523
"{'num_layers': [9], 'num_attention_heads': [6, 6, 10, 6, 6, 6, 6, 6, 6, 6, 8, 8], 'intermediate_size': [1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 2048, 1024, 1024]}",59:09.5,3395651200,0.893348624
"{'num_layers': [9], 'num_attention_heads': [6, 6, 10, 12, 12, 8, 12, 6, 12, 6, 6, 8], 'intermediate_size': [3072, 3072, 2048, 2048, 3072, 3072, 2048, 1024, 2048, 2048, 1024, 2048]}",59:11.5,6520407680,0.928899083
"{'num_layers': [7], 'num_attention_heads': [6, 6, 10, 6, 8, 8, 6, 6, 8, 6, 8, 8], 'intermediate_size': [1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 2048, 1024, 1024]}",59:13.1,2774500992,0.879587156
"{'num_layers': [7], 'num_attention_heads': [6, 6, 10, 6, 12, 6, 6, 6, 8, 6, 8, 8], 'intermediate_size': [1024, 1024, 1024, 1024, 1024, 1024, 1024, 2048, 1024, 2048, 1024, 2048]}",59:15.8,2829026944,0.881880734
"{'num_layers': [9], 'num_attention_heads': [6, 6, 10, 12, 12, 8, 6, 6, 12, 6, 12, 8], 'intermediate_size': [1024, 1024, 2048, 2048, 1024, 1024, 2048, 1024, 1024, 2048, 1024, 1024]}",59:17.5,4544890496,0.904816514
"{'num_layers': [9], 'num_attention_heads': [6, 6, 10, 12, 12, 8, 6, 6, 12, 6, 6, 6], 'intermediate_size': [1024, 1024, 2048, 2048, 1024, 1024, 1024, 1024, 1024, 2048, 1024, 1024]}",59:19.3,4343563904,0.901376147
"{'num_layers': [9], 'num_attention_heads': [6, 6, 10, 12, 12, 6, 6, 6, 6, 6, 8, 8], 'intermediate_size': [1024, 1024, 2048, 2048, 1024, 3072, 1024, 1024, 1024, 2048, 1024, 1024]}",59:21.0,4528113280,0.907110092
"{'num_layers': [7], 'num_attention_heads': [6, 6, 10, 6, 12, 6, 6, 6, 8, 6, 8, 8], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 1024, 1024, 1024, 1024, 3072, 1024, 1024]}",59:22.4,3030353536,0.884174312
"{'num_layers': [6], 'num_attention_heads': [6, 6, 10, 6, 8, 6, 12, 6, 8, 6, 8, 8], 'intermediate_size': [1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 2048, 1024, 1024]}",59:23.6,2354873984,0.871559633
"{'num_layers': [6], 'num_attention_heads': [6, 6, 6, 6, 6, 6, 10, 6, 10, 6, 8, 6], 'intermediate_size': [1024, 1024, 1024, 1024, 1024, 1024, 2048, 1024, 1024, 1024, 1024, 2048]}",59:51.9,2191296128,0.864678899
"{'num_layers': [9], 'num_attention_heads': [6, 6, 10, 12, 8, 12, 10, 6, 8, 8, 10, 6], 'intermediate_size': [3072, 3072, 2048, 2048, 1024, 3072, 2048, 1024, 2048, 1024, 3072, 2048]}",59:53.9,5954176640,0.919724771
"{'num_layers': [6], 'num_attention_heads': [6, 6, 10, 6, 6, 6, 8, 6, 8, 6, 6, 6], 'intermediate_size': [1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024]}",59:55.1,2300348032,0.876146789
"{'num_layers': [6], 'num_attention_heads': [6, 6, 8, 6, 6, 6, 6, 6, 6, 6, 6, 6], 'intermediate_size': [1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 2048]}",59:56.2,2245822080,0.871559633
"{'num_layers': [9], 'num_attention_heads': [6, 6, 10, 6, 8, 12, 6, 6, 8, 8, 8, 6], 'intermediate_size': [1024, 1024, 2048, 2048, 1024, 2048, 1024, 1024, 1024, 1024, 1024, 2048]}",59:58.0,4272260736,0.902522936
"{'num_layers': [9], 'num_attention_heads': [6, 6, 10, 6, 8, 12, 10, 6, 8, 8, 8, 6], 'intermediate_size': [1024, 1024, 2048, 2048, 1024, 2048, 1024, 1024, 1024, 1024, 1024, 2048]}",59:59.7,4381312640,0.907110092
"{'num_layers': [7], 'num_attention_heads': [6, 6, 10, 6, 6, 6, 6, 6, 8, 6, 6, 6], 'intermediate_size': [1024, 1024, 2048, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 2048]}",00:01.1,2866775680,0.883027523
"{'num_layers': [6], 'num_attention_heads': [6, 6, 10, 10, 6, 6, 10, 6, 10, 6, 10, 8], 'intermediate_size': [1024, 1024, 1024, 1024, 1024, 1024, 2048, 2048, 1024, 1024, 1024, 2048]}",00:02.3,2409399936,0.873853211
"{'num_layers': [9], 'num_attention_heads': [6, 6, 10, 6, 8, 12, 10, 6, 8, 8, 8, 6], 'intermediate_size': [1024, 1024, 2048, 2048, 1024, 3072, 1024, 1024, 1024, 1024, 3072, 2048]}",00:04.2,4582639232,0.910550459
